unix_time,temperature,humidity,pressure,gas_resistance
1684827502,29.93,41.192,997.56,1367347.0
1684827502,29.93,41.192,997.56,1367347.0
1684827502,29.93,41.192,997.56,1367347.0
1684827502,29.93,41.192,997.56,1367347.0
1684827502,29.43,41.192,997.54,1363174.0
1684827502,29.43,41.192,997.54,1363174.0
1684827502,29.70,41.192,997.54,1354904.0
1684827503,29.70,41.192,997.54,1354904.0
1684827503,29.70,41.192,997.54,1354904.0
1684827503,29.70,41.192,997.54,1354904.0
1684827503,29.70,41.192,997.54,1354904.0
1684827503,29.82,41.192,997.58,1360406.0
1684827503,29.82,41.192,997.58,1360406.0
1684827504,29.82,41.192,997.58,1360406.0
1684827504,29.82,41.192,997.58,1360406.0
1684827504,29.82,41.192,997.58,1360406.0
1684827504,29.39,41.049,997.50,1352170.0
1684827504,29.39,41.049,997.50,1352170.0
1684827504,29.39,41.049,997.50,1352170.0
1684827504,29.67,41.049,997.52,1350806.0
1684827505,29.67,41.049,997.52,1350806.0
1684827505,29.67,41.049,997.52,1350806.0
1684827505,29.67,41.049,997.52,1350806.0
1684827505,29.67,41.049,997.52,1350806.0
1684827505,29.80,41.049,997.58,1360406.0
1684827505,29.80,41.049,997.58,1360406.0
1684827506,29.80,41.049,997.58,1360406.0
1684827506,29.80,41.049,997.58,1360406.0
1684827506,29.80,41.049,997.58,1360406.0
1684827506,29.37,41.049,997.52,1346734.0
1684827506,29.37,41.049,997.52,1346734.0
1684827506,29.66,41.049,997.54,1368744.0
1684827507,29.66,41.049,997.54,1368744.0
1684827507,29.79,41.049,997.54,1350806.0
1684827507,29.79,41.049,997.54,1350806.0
1684827507,29.79,41.049,997.54,1350806.0
1684827507,29.79,41.049,997.54,1350806.0
1684827507,29.79,41.049,997.54,1350806.0
1684827507,29.86,41.049,997.58,1368744.0
1684827507,29.86,41.049,997.58,1368744.0
1684827507,29.90,41.049,997.60,1363174.0
1684827508,29.90,41.049,997.60,1363174.0
1684827508,29.90,41.049,997.60,1363174.0
1684827508,29.90,41.049,997.60,1363174.0
1684827508,29.90,41.049,997.60,1363174.0
1684827508,29.94,41.049,997.58,1360406.0
1684827508,29.94,41.049,997.58,1360406.0
1684827509,29.94,41.049,997.58,1360406.0
1684827509,29.94,41.049,997.58,1360406.0
1684827509,29.94,41.049,997.58,1360406.0
1684827509,29.43,41.049,997.52,1360406.0
1684827509,29.43,41.049,997.52,1360406.0
1684827509,29.70,41.049,997.58,1352170.0
1684827510,29.70,41.049,997.58,1352170.0
1684827510,29.70,41.049,997.58,1352170.0
1684827510,29.70,41.049,997.58,1352170.0
1684827510,29.70,41.049,997.58,1352170.0
1684827510,29.82,41.049,997.58,1349446.0
1684827510,29.82,41.049,997.58,1349446.0
1684827511,29.82,41.049,997.58,1349446.0
1684827511,29.82,41.049,997.58,1349446.0
1684827511,29.82,41.049,997.58,1349446.0
1684827511,29.39,40.918,997.54,1349446.0
1684827511,29.39,40.918,997.54,1349446.0
1684827511,29.39,40.918,997.54,1349446.0
1684827511,29.67,40.918,997.52,1354904.0
1684827512,29.67,40.918,997.52,1354904.0
1684827512,29.67,40.918,997.52,1354904.0
1684827512,29.67,40.918,997.52,1354904.0
1684827512,29.67,40.918,997.52,1354904.0
1684827512,29.79,40.918,997.52,1348089.0
1684827512,29.79,40.918,997.52,1348089.0
1684827513,29.79,40.918,997.52,1348089.0
1684827513,29.79,40.918,997.52,1348089.0
1684827513,29.79,40.918,997.52,1348089.0
1684827513,29.37,40.918,997.50,1349446.0
1684827513,29.37,40.918,997.50,1349446.0
1684827513,29.65,40.918,997.56,1364562.0
1684827514,29.65,40.918,997.56,1364562.0
1684827514,29.78,40.918,997.56,1350806.0
1684827514,29.78,40.918,997.56,1350806.0
1684827514,29.78,40.918,997.56,1350806.0
1684827514,29.78,40.918,997.56,1350806.0
1684827514,29.78,40.918,997.56,1350806.0
1684827514,29.86,40.918,997.60,1363174.0
1684827514,29.86,40.918,997.60,1363174.0
1684827514,29.89,40.918,997.60,1360406.0
1684827515,29.89,40.918,997.60,1360406.0
1684827515,29.89,40.918,997.60,1360406.0
1684827515,29.89,40.918,997.60,1360406.0
1684827515,29.89,40.918,997.60,1360406.0
1684827515,29.93,40.918,997.58,1356275.0
1684827515,29.93,40.918,997.58,1356275.0
1684827516,29.93,40.918,997.58,1356275.0
1684827516,29.93,40.918,997.58,1356275.0
1684827516,29.93,40.918,997.58,1356275.0
1684827516,29.43,40.918,997.56,1365953.0
1684827516,29.43,40.918,997.56,1365953.0
1684827516,29.70,40.918,997.56,1359026.0
1684827517,29.70,40.918,997.56,1359026.0
1684827517,29.70,40.918,997.56,1359026.0
1684827517,29.70,40.918,997.56,1359026.0
1684827517,29.70,40.918,997.56,1359026.0
1684827517,29.83,40.918,997.56,1354904.0
1684827517,29.83,40.918,997.56,1354904.0
1684827518,29.83,40.918,997.56,1354904.0
1684827518,29.83,40.918,997.56,1354904.0
1684827518,29.83,40.918,997.56,1354904.0
1684827518,29.38,40.918,997.50,1354904.0
1684827518,29.38,40.918,997.50,1354904.0
1684827518,29.66,40.918,997.54,1352170.0
1684827519,29.66,40.918,997.54,1352170.0
1684827519,29.66,40.918,997.54,1352170.0
1684827519,29.66,40.918,997.54,1352170.0
1684827519,29.66,40.918,997.54,1352170.0
1684827519,29.79,40.918,997.56,1364562.0
1684827519,29.79,40.918,997.56,1364562.0
1684827520,29.79,40.918,997.56,1364562.0
1684827520,29.79,40.918,997.56,1364562.0
1684827520,29.79,40.918,997.56,1364562.0
1684827520,29.37,40.918,997.54,1361789.0
1684827520,29.37,40.918,997.54,1361789.0
1684827520,29.65,40.918,997.54,1360406.0
1684827521,29.65,40.918,997.54,1360406.0
1684827521,29.65,40.918,997.54,1360406.0
1684827521,29.65,40.918,997.54,1360406.0
1684827521,29.65,40.918,997.54,1360406.0
1684827521,29.78,40.918,997.54,1363174.0
1684827521,29.78,40.918,997.54,1363174.0
1684827522,29.78,40.918,997.54,1363174.0
1684827522,29.78,40.918,997.54,1363174.0
1684827522,29.78,40.918,997.54,1363174.0
1684827522,29.35,40.918,997.52,1349446.0
1684827522,29.35,40.918,997.52,1349446.0
1684827522,29.64,40.918,997.54,1370143.0
1684827523,29.64,40.918,997.54,1370143.0
1684827523,29.77,40.918,997.56,1354904.0
1684827523,29.77,40.918,997.56,1354904.0
1684827523,29.77,40.918,997.56,1354904.0
1684827523,29.77,40.918,997.56,1354904.0
1684827523,29.77,40.918,997.56,1354904.0
1684827523,29.84,40.918,997.56,1349446.0
1684827523,29.84,40.918,997.56,1349446.0
1684827523,29.88,40.918,997.54,1367347.0
1684827524,29.88,40.918,997.54,1367347.0
1684827524,29.88,40.918,997.54,1367347.0
1684827524,29.88,40.918,997.54,1367347.0
1684827524,29.88,40.918,997.54,1367347.0
1684827524,29.92,40.918,997.54,1354904.0
1684827524,29.92,40.918,997.54,1354904.0
1684827525,29.92,40.918,997.54,1354904.0
1684827525,29.92,40.918,997.54,1354904.0
1684827525,29.92,40.918,997.54,1354904.0
1684827525,29.42,40.787,997.56,1353535.0
1684827525,29.42,40.787,997.56,1353535.0
1684827525,29.42,40.787,997.56,1353535.0
1684827525,29.70,40.787,997.58,1350806.0
1684827526,29.70,40.787,997.58,1350806.0
1684827526,29.70,40.787,997.58,1350806.0
1684827526,29.70,40.787,997.58,1350806.0
1684827526,29.70,40.787,997.58,1350806.0
1684827526,29.82,40.787,997.54,1350806.0
1684827526,29.82,40.787,997.54,1350806.0
1684827527,29.82,40.787,997.54,1350806.0
1684827527,29.82,40.787,997.54,1350806.0
1684827527,29.82,40.787,997.54,1350806.0
1684827527,29.38,40.787,997.54,1354904.0
1684827527,29.38,40.787,997.54,1354904.0
1684827527,29.66,40.787,997.56,1352170.0
1684827528,29.66,40.787,997.56,1352170.0
1684827528,29.66,40.787,997.56,1352170.0
1684827528,29.66,40.787,997.56,1352170.0
1684827528,29.66,40.787,997.56,1352170.0
1684827528,29.78,40.787,997.58,1357649.0
1684827528,29.78,40.787,997.58,1357649.0
1684827529,29.78,40.787,997.58,1357649.0
1684827529,29.78,40.787,997.58,1357649.0
1684827529,29.78,40.787,997.58,1357649.0
1684827529,29.36,40.787,997.52,1354904.0
1684827529,29.36,40.787,997.52,1354904.0
1684827529,29.65,40.787,997.58,1356275.0
1684827530,29.65,40.787,997.58,1356275.0
1684827530,29.77,40.787,997.54,1353535.0
1684827530,29.77,40.787,997.54,1353535.0
1684827530,29.77,40.787,997.54,1353535.0
1684827530,29.77,40.787,997.54,1353535.0
1684827530,29.77,40.787,997.54,1353535.0
1684827530,29.85,40.787,997.54,1368744.0
1684827530,29.85,40.787,997.54,1368744.0
1684827530,29.89,40.787,997.60,1367347.0
1684827531,29.89,40.787,997.60,1367347.0
1684827531,29.89,40.787,997.60,1367347.0
1684827531,29.89,40.787,997.60,1367347.0
1684827531,29.89,40.787,997.60,1367347.0
1684827531,29.92,40.787,997.58,1364562.0
1684827531,29.92,40.787,997.58,1364562.0
1684827532,29.92,40.787,997.58,1364562.0
1684827532,29.92,40.787,997.58,1364562.0
1684827532,29.92,40.787,997.58,1364562.0
1684827532,29.42,40.657,997.56,1371546.0
1684827532,29.42,40.657,997.56,1371546.0
1684827532,29.42,40.657,997.56,1371546.0
1684827532,29.69,40.657,997.54,1368744.0
1684827533,29.69,40.657,997.54,1368744.0
1684827533,29.69,40.657,997.54,1368744.0
1684827533,29.69,40.657,997.54,1368744.0
1684827533,29.69,40.657,997.54,1368744.0
1684827533,29.81,40.657,997.56,1363174.0
1684827533,29.81,40.657,997.56,1363174.0
1684827534,29.81,40.657,997.56,1363174.0
1684827534,29.81,40.657,997.56,1363174.0
1684827534,29.81,40.657,997.56,1363174.0
