unix_time,temperature,humidity,pressure,gas_resistance
1684910450,29.85,46.562,999.72,1210479.0
1684910450,29.85,46.562,999.72,1210479.0
1684910450,29.85,46.562,999.72,1210479.0
1684910450,29.85,46.562,999.72,1210479.0
1684910450,29.88,46.562,999.68,1208296.0
1684910450,29.88,46.562,999.68,1208296.0
1684910451,29.88,46.562,999.68,1208296.0
1684910451,29.88,46.562,999.68,1208296.0
1684910451,29.88,46.562,999.68,1208296.0
1684910451,29.38,46.414,999.66,1210479.0
1684910451,29.38,46.414,999.66,1210479.0
1684910451,29.38,46.414,999.66,1210479.0
1684910451,29.66,46.414,999.68,1220401.0
1684910452,29.66,46.414,999.68,1220401.0
1684910452,29.66,46.414,999.68,1220401.0
1684910452,29.66,46.414,999.68,1220401.0
1684910452,29.66,46.414,999.68,1220401.0
1684910452,29.78,46.414,999.66,1212670.0
1684910452,29.78,46.414,999.66,1212670.0
1684910453,29.78,46.414,999.66,1212670.0
1684910453,29.78,46.414,999.66,1212670.0
1684910453,29.78,46.414,999.66,1212670.0
1684910453,29.35,46.414,999.64,1212670.0
1684910453,29.35,46.414,999.64,1212670.0
1684910453,29.64,46.414,999.68,1209386.0
1684910454,29.64,46.414,999.68,1209386.0
1684910454,29.64,46.414,999.68,1209386.0
1684910454,29.64,46.414,999.68,1209386.0
1684910454,29.64,46.414,999.68,1209386.0
1684910454,29.76,46.414,999.70,1210479.0
1684910454,29.76,46.414,999.70,1210479.0
1684910455,29.76,46.414,999.70,1210479.0
1684910455,29.76,46.414,999.70,1210479.0
1684910455,29.76,46.414,999.70,1210479.0
1684910455,29.34,46.414,999.64,1217075.0
1684910455,29.34,46.414,999.64,1217075.0
1684910455,29.62,46.414,999.68,1202873.0
1684910456,29.62,46.414,999.68,1202873.0
1684910456,29.75,46.414,999.68,1210479.0
1684910456,29.75,46.414,999.68,1210479.0
1684910456,29.75,46.414,999.68,1210479.0
1684910456,29.75,46.414,999.68,1210479.0
1684910456,29.75,46.414,999.68,1210479.0
1684910456,29.82,46.414,999.68,1217075.0
1684910456,29.82,46.414,999.68,1217075.0
1684910457,29.87,46.414,999.68,1218182.0
1684910457,29.87,46.414,999.68,1218182.0
1684910457,29.87,46.414,999.68,1218182.0
1684910457,29.87,46.414,999.68,1218182.0
1684910457,29.87,46.414,999.68,1218182.0
1684910457,29.90,46.414,999.68,1217075.0
1684910457,29.90,46.414,999.68,1217075.0
1684910458,29.90,46.414,999.68,1217075.0
1684910458,29.90,46.414,999.68,1217075.0
1684910458,29.90,46.414,999.68,1217075.0
1684910458,29.41,46.229,999.66,1211573.0
1684910458,29.41,46.229,999.66,1211573.0
1684910458,29.41,46.229,999.66,1211573.0
1684910458,29.68,46.229,999.64,1213768.0
1684910459,29.68,46.229,999.64,1213768.0
1684910459,29.68,46.229,999.64,1213768.0
1684910459,29.68,46.229,999.64,1213768.0
1684910459,29.68,46.229,999.64,1213768.0
1684910459,29.80,46.229,999.66,1221513.0
1684910459,29.80,46.229,999.66,1221513.0
1684910460,29.80,46.229,999.66,1221513.0
1684910460,29.80,46.229,999.66,1221513.0
1684910460,29.80,46.229,999.66,1221513.0
1684910460,29.37,46.229,999.64,1219290.0
1684910460,29.37,46.229,999.64,1219290.0
1684910460,29.65,46.229,999.68,1214869.0
1684910461,29.65,46.229,999.68,1214869.0
1684910461,29.65,46.229,999.68,1214869.0
1684910461,29.65,46.229,999.68,1214869.0
1684910461,29.65,46.229,999.68,1214869.0
1684910461,29.78,46.229,999.68,1213768.0
1684910461,29.78,46.229,999.68,1213768.0
1684910462,29.78,46.229,999.68,1213768.0
1684910462,29.78,46.229,999.68,1213768.0
1684910462,29.78,46.229,999.68,1213768.0
1684910462,29.36,46.229,999.66,1215971.0
1684910462,29.36,46.229,999.66,1215971.0
1684910462,29.65,46.229,999.64,1215971.0
1684910463,29.65,46.229,999.64,1215971.0
1684910463,29.77,46.229,999.68,1219290.0
1684910463,29.77,46.229,999.68,1219290.0
1684910463,29.77,46.229,999.68,1219290.0
1684910463,29.77,46.229,999.68,1219290.0
1684910463,29.77,46.229,999.68,1219290.0
1684910463,29.84,46.229,999.68,1212670.0
1684910463,29.84,46.229,999.68,1212670.0
1684910464,29.89,46.229,999.70,1224863.0
1684910464,29.89,46.229,999.70,1224863.0
1684910464,29.89,46.229,999.70,1224863.0
1684910464,29.89,46.229,999.70,1224863.0
1684910464,29.89,46.229,999.70,1224863.0
1684910464,29.93,46.229,999.70,1213768.0
1684910464,29.93,46.229,999.70,1213768.0
1684910465,29.93,46.229,999.70,1213768.0
1684910465,29.93,46.229,999.70,1213768.0
1684910465,29.93,46.229,999.70,1213768.0
1684910465,29.43,46.104,999.70,1220401.0
1684910465,29.43,46.104,999.70,1220401.0
1684910465,29.43,46.104,999.70,1220401.0
1684910465,29.70,46.104,999.72,1233886.0
1684910466,29.70,46.104,999.72,1233886.0
1684910466,29.70,46.104,999.72,1233886.0
1684910466,29.70,46.104,999.72,1233886.0
1684910466,29.70,46.104,999.72,1233886.0
1684910466,29.82,46.104,999.70,1210479.0
1684910466,29.82,46.104,999.70,1210479.0
1684910467,29.82,46.104,999.70,1210479.0
1684910467,29.82,46.104,999.70,1210479.0
1684910467,29.82,46.104,999.70,1210479.0
1684910467,29.39,46.104,999.64,1215971.0
1684910467,29.39,46.104,999.64,1215971.0
1684910467,29.67,46.104,999.68,1217075.0
1684910468,29.67,46.104,999.68,1217075.0
1684910468,29.67,46.104,999.68,1217075.0
1684910468,29.67,46.104,999.68,1217075.0
1684910468,29.67,46.104,999.68,1217075.0
1684910468,29.80,46.104,999.70,1227106.0
1684910468,29.80,46.104,999.70,1227106.0
1684910469,29.80,46.104,999.70,1227106.0
1684910469,29.80,46.104,999.70,1227106.0
1684910469,29.80,46.104,999.70,1227106.0
1684910469,29.38,46.104,999.70,1212670.0
1684910469,29.38,46.104,999.70,1212670.0
1684910469,29.67,46.104,999.72,1212670.0
1684910470,29.67,46.104,999.72,1212670.0
1684910470,29.79,46.104,999.68,1220401.0
1684910470,29.79,46.104,999.68,1220401.0
1684910470,29.79,46.104,999.68,1220401.0
1684910470,29.79,46.104,999.68,1220401.0
1684910470,29.79,46.104,999.68,1220401.0
1684910470,29.86,46.104,999.74,1219290.0
1684910470,29.86,46.104,999.74,1219290.0
1684910470,29.91,46.104,999.68,1214869.0
1684910471,29.91,46.104,999.68,1214869.0
1684910471,29.91,46.104,999.68,1214869.0
1684910471,29.91,46.104,999.68,1214869.0
1684910471,29.91,46.104,999.68,1214869.0
1684910471,29.95,46.104,999.70,1225984.0
1684910471,29.95,46.104,999.70,1225984.0
1684910472,29.95,46.104,999.70,1225984.0
1684910472,29.95,46.104,999.70,1225984.0
1684910472,29.95,46.104,999.70,1225984.0
1684910472,29.45,46.002,999.70,1222628.0
1684910472,29.45,46.002,999.70,1222628.0
1684910472,29.45,46.002,999.70,1222628.0
1684910472,29.72,46.002,999.68,1214869.0
1684910473,29.72,46.002,999.68,1214869.0
1684910473,29.72,46.002,999.68,1214869.0
1684910473,29.72,46.002,999.68,1214869.0
1684910473,29.72,46.002,999.68,1214869.0
