unix_time,temperature,humidity,pressure,gas_resistance
1684831350,33.42,33.128,997.05,1335992.0
1684831351,33.42,33.128,997.05,1335992.0
1684831351,33.42,33.128,997.05,1335992.0
1684831351,33.42,33.128,997.05,1335992.0
1684831351,32.99,33.128,997.05,1341341.0
1684831351,32.99,33.128,997.05,1341341.0
1684831351,33.27,33.128,997.03,1335992.0
1684831352,33.27,33.128,997.03,1335992.0
1684831352,33.27,33.128,997.03,1335992.0
1684831352,33.27,33.128,997.03,1335992.0
1684831352,33.27,33.128,997.03,1335992.0
1684831352,33.39,33.128,997.11,1337325.0
1684831352,33.39,33.128,997.11,1337325.0
1684831353,33.39,33.128,997.11,1337325.0
1684831353,33.39,33.128,997.11,1337325.0
1684831353,33.39,33.128,997.11,1337325.0
1684831353,32.95,33.128,997.07,1340000.0
1684831353,32.95,33.128,997.07,1340000.0
1684831353,33.24,33.128,997.07,1338661.0
1684831354,33.24,33.128,997.07,1338661.0
1684831354,33.37,33.228,997.05,1338661.0
1684831354,33.37,33.228,997.05,1338661.0
1684831354,33.37,33.228,997.05,1338661.0
1684831354,33.37,33.228,997.05,1338661.0
1684831354,33.37,33.228,997.05,1338661.0
1684831354,33.37,33.228,997.05,1338661.0
1684831354,33.43,33.228,997.05,1338661.0
1684831354,33.43,33.228,997.05,1338661.0
1684831354,33.48,33.228,997.05,1338661.0
1684831355,33.48,33.228,997.05,1338661.0
1684831355,33.48,33.228,997.05,1338661.0
1684831355,33.48,33.228,997.05,1338661.0
1684831355,33.48,33.228,997.05,1338661.0
1684831355,33.51,33.228,997.05,1340000.0
1684831355,33.51,33.228,997.05,1340000.0
1684831356,33.51,33.228,997.05,1340000.0
1684831356,33.51,33.228,997.05,1340000.0
1684831356,33.51,33.228,997.05,1340000.0
1684831356,32.99,33.228,997.03,1340000.0
1684831356,32.99,33.228,997.03,1340000.0
1684831356,33.27,33.228,997.05,1341341.0
1684831357,33.27,33.228,997.05,1341341.0
1684831357,33.27,33.228,997.05,1341341.0
1684831357,33.27,33.228,997.05,1341341.0
1684831357,33.27,33.228,997.05,1341341.0
1684831357,33.39,33.228,997.05,1344032.0
1684831357,33.39,33.228,997.05,1344032.0
1684831358,33.39,33.228,997.05,1344032.0
1684831358,33.39,33.228,997.05,1344032.0
1684831358,33.39,33.228,997.05,1344032.0
1684831358,32.94,33.228,997.07,1340000.0
1684831358,32.94,33.228,997.07,1340000.0
1684831358,33.22,33.228,996.99,1342685.0
1684831359,33.22,33.228,996.99,1342685.0
1684831359,33.22,33.228,996.99,1342685.0
1684831359,33.22,33.228,996.99,1342685.0
1684831359,33.22,33.228,996.99,1342685.0
1684831359,33.34,33.228,997.03,1341341.0
1684831359,33.34,33.228,997.03,1341341.0
1684831360,33.34,33.228,997.03,1341341.0
1684831360,33.34,33.228,997.03,1341341.0
1684831360,33.34,33.228,997.03,1341341.0
1684831360,32.90,33.228,997.03,1342685.0
1684831360,32.90,33.228,997.03,1342685.0
1684831360,33.19,33.228,997.01,1340000.0
1684831361,33.19,33.228,997.01,1340000.0
1684831361,33.32,33.228,997.05,1341341.0
1684831361,33.32,33.228,997.05,1341341.0
1684831361,33.32,33.228,997.05,1341341.0
1684831361,33.32,33.228,997.05,1341341.0
1684831361,33.32,33.228,997.05,1341341.0
1684831361,33.38,33.345,997.01,1344032.0
1684831361,33.38,33.345,997.01,1344032.0
1684831361,33.38,33.345,997.01,1344032.0
1684831362,33.41,33.345,997.03,1342685.0
1684831362,33.41,33.345,997.03,1342685.0
1684831362,33.41,33.345,997.03,1342685.0
1684831362,33.41,33.345,997.03,1342685.0
1684831362,33.41,33.345,997.03,1342685.0
1684831362,33.44,33.345,996.99,1342685.0
1684831362,33.44,33.345,996.99,1342685.0
1684831363,33.44,33.345,996.99,1342685.0
